Age,Annual_Income,Policy_Count,Total_Premium_Paid,Claim_Frequency,Policy_Upgrades,kmeans_segments,dbscan_segments,KMeans_Segment_Label
0.4018050486808608,-2.6308225018180305,1.4002586400819013,-0.5130471725365865,0.38568536688883015,-0.8818843170014533,1,0,Young and Growing Customers
1.127851089052704,0.20580902024296982,-1.4168797566224571,0.14365778225525652,-0.4273107690488389,0.248446773746372,3,0,"Low Engagement, Low-Risk Customers"
-0.15669190545132633,1.8145964782744914,-1.4168797566224571,0.44993751523056147,-1.2403069049865079,-0.8818843170014533,0,0,"High-Value, High-Claim Customers"
-0.9385876412363883,1.2557671171544889,-0.00831055827027788,-0.23054304794934233,-0.4273107690488389,0.248446773746372,0,0,"High-Value, High-Claim Customers"
0.6252038303337356,0.2314933032234529,-1.4168797566224571,1.1573999075940344,0.38568536688883015,2.5091089552420227,0,0,"High-Value, High-Claim Customers"
-1.3295355091289194,-0.46638611538272573,-0.7125951574463675,-0.19345688748439188,0.38568536688883015,1.3787778644941973,0,0,"High-Value, High-Claim Customers"
1.6304983477716726,0.8260464734596388,-1.4168797566224571,-0.2237114398432625,-0.4273107690488389,-0.8818843170014533,3,0,"Low Engagement, Low-Risk Customers"
-0.603489468757076,-0.9459487969450874,0.6959740409058117,-0.6430089444425068,-0.4273107690488389,0.248446773746372,1,0,Young and Growing Customers
0.4018050486808608,0.49689291675247943,-0.00831055827027788,1.0414036354447906,-0.4273107690488389,-0.8818843170014533,3,0,"Low Engagement, Low-Risk Customers"
1.4629492615320163,0.525863116137517,0.6959740409058117,-0.7190856517028633,-1.2403069049865079,0.248446773746372,3,0,"Low Engagement, Low-Risk Customers"
-0.7151888595835134,1.0779010526192339,1.4002586400819013,1.2575444306688186,-0.4273107690488389,0.248446773746372,2,0,Senior Customers with High Premiums
-0.4917900779306386,2.7690732614988076,0.6959740409058117,0.15785906317665535,2.0116776387641684,-0.8818843170014533,2,0,Senior Customers with High Premiums
-1.1619864228892631,0.4133597868823628,-0.7125951574463675,2.6960150882899927,0.38568536688883015,1.3787778644941973,0,0,"High-Value, High-Claim Customers"
-1.1619864228892631,-0.48362904961869946,-0.7125951574463675,-0.6719818145726262,0.38568536688883015,-0.8818843170014533,0,0,"High-Value, High-Claim Customers"
